name,url,img_url,category,summary,rating,rating_count,review_count,ingredients,directions,prep,cook,total,servings,yield,calories,carbohydrates_g,sugars_g,fat_g,saturated_fat_g,cholesterol_mg,protein_g,dietary_fiber_g,sodium_mg,calories_from_fat,calcium_mg,iron_mg,magnesium_mg,potassium_mg,zinc_mg,phosphorus_mg,vitamin_a_iu_IU,niacin_equivalents_mg,vitamin_b6_mg,vitamin_c_mg,folate_mcg,thiamin_mg,riboflavin_mg,vitamin_e_iu_IU,vitamin_k_mcg,biotin_mcg,vitamin_b12_mcg,mono_fat_g,poly_fat_g,trans_fatty_acid_g,omega_3_fatty_acid_g,omega_6_fatty_acid_g
Maple Cajun Mahi Mahi,https://www.allrecipes.com/recipe/220120/maple-cajun-mahi-mahi/,,"Seafood ,Fish",This fish has a sweet and spicy flavor that goes well with buttered rice.,4.47,261,288,"1 tablespoon olive oil ; 2 tablespoons maple syrup ; 1 tablespoon Cajun seasoning ; ½ teaspoon garlic powder ; 2 (4 ounce) fillets mahi mahi fillets, rinsed and patted dry","Heat the olive oil in a pan over medium-high heat. Stir the maple syrup, Cajun seasoning, and garlic powder together in a small bowl. Brush the maple syrup mixture over the mahi mahi fillets. Cook the mahi mahi in the hot oil until the fish flakes easily with a fork, 3 to 5 minutes per side.",5 mins,10 mins,15 mins,2,2 servings,218.7,15.6,12.1,7.8,1.1,81.8,21.1,0.4,811.4,69.8,30.6,1.6,36.3,556.4,,,181.0,10.4,,0.1,5.2,,,,,,,,,,,
Stuffed Salmon with Shrimp and Crab,https://www.allrecipes.com/recipe/283571/stuffed-salmon-with-shrimp-and-crab/,,"Main Dishes ,Seafood Main Dishes",This is a nice way to make a fancy looking stuffed salmon with simple ingredients you can find at your local market.,0.0,0,2,"cooking spray ; 2 (7 ounce) salmon fillets, skin removed ; 1 (6 ounce) can lump crabmeat, drained and flaked ; 1 (4 ounce) can tiny shrimp, drained ; ½ cup chopped mushrooms ; ¼ cup mayonnaise ; ¼ cup shredded Parmesan cheese ; 2 tablespoons lemon juice ; 2 tablespoons chopped green onion ; 2 tablespoons dry bread crumbs ; ½ teaspoon seafood seasoning (such as Old Bay®), or more to taste","Preheat the oven to 350 degrees F (175 degrees C). Lightly spray a sheet pan with cooking spray. Cut a slit through the middle of each salmon fillet, about 2/3 the length of the fillet. Set aside. Mix crab, shrimp, mushrooms, mayonnaise, Parmesan cheese, lemon juice, green onion, and bread crumbs together in a bowl. Shape 2/3 of the stuffing mixture into 2 large mounds on the prepared sheet pan. Spread open the fillets and place one over each mound. Fill in the top of the slits with remaining stuffing. Season each fillet with seafood seasoning. Bake in the preheated oven until salmon flakes easily with a fork and stuffing is hot, about 30 minutes.",20 mins,30 mins,50 mins,2,2 servings,641.5,9.0,1.6,33.9,7.1,275.9,72.1,0.7,949.6,305.0,318.3,3.8,117.3,1222.0,,,415.0,31.0,,14.1,75.4,0.3,,,,,,,,,,
Last-Minute Lemon Spaghetti and Shrimp,https://www.allrecipes.com/recipe/269257/last-minute-lemon-spaghetti-and-shrimp/,,"Main Dishes ,Pasta","This delicious pasta dish comes together in about 20 minutes. The taste is fresh and tart! If you try this recipe using dried basil or bottled lemon juice, then you haven't tried this recipe!",4.63,16,12,"1 pound spaghetti ; ½ pound uncooked medium shrimp, peeled and deveined ; ⅔ cup grated Parmesan cheese ; ½ cup olive oil ; ½ cup fresh lemon juice ; ¼ teaspoon salt ; ½ teaspoon ground black pepper ; ½ cup peas, defrosted ; ¼ cup chopped fresh basil ; 1 tablespoon lemon zest","Bring a large pot of lightly salted water to a boil. Cook spaghetti in the boiling water, stirring occasionally, for 9 minutes. Add shrimp and cook for 3 minutes more. Drain. Whisk together Parmesan cheese, olive oil, lemon juice, salt, and pepper in a large bowl. Add spaghetti, shrimp, and peas to the sauce. Sprinkle with basil and lemon zest and toss to coat.",10 mins,15 mins,25 mins,4,4 servings,785.2,91.0,5.0,33.1,6.5,98.0,30.4,4.8,477.5,298.0,203.4,5.9,89.2,430.0,,,693.6,16.4,,20.9,288.1,1.2,,,,,,,,,,
Crab Rangoon III,https://www.allrecipes.com/recipe/25536/crab-rangoon-iii/,,"Appetizers and Snacks ,Seafood","Crabmeat and cream cheese wontons make excellent appetizers. Leave out the water chestnuts, if desired. Serve with your favorite Asian-style dipping sauces.",4.31,451,464,"1 quart oil for deep frying ; 1 (8 ounce) package cream cheese, softened ; 2 (6 ounce) cans crabmeat, drained and flaked ; ½ teaspoon garlic powder ; ¼ teaspoon paprika ; 2 tablespoons water chestnuts, drained and chopped ; 1 (14 ounce) package wonton wrappers","In a large, heavy sauce pan heat oil to 375 degrees F (190 degrees C). In a medium bowl, mix cream cheese, crabmeat, garlic powder, paprika and water chestnuts. Place approximately 1 teaspoon of the cream cheese mixture in the center of wonton wrappers. Moisten wrapper edges with water, fold over the mixture and pinch to seal. In small batches, fry the wontons 3 to 5 minutes, or until golden brown.",25 mins,20 mins,45 mins,15,15 servings,203.2,15.8,0.1,11.7,4.2,38.7,8.3,0.5,268.4,105.7,47.0,1.3,15.0,126.2,,,224.2,3.5,,0.7,34.2,0.2,,,,,,,,,,
Shrimp Linguine Alfredo,https://www.allrecipes.com/recipe/12780/shrimp-linguine-alfredo/,,"Main Dishes ,Pasta","Elegant but simple, fast and very impressive!",4.47,425,443,"1 (12 ounce) package linguine pasta ; ¼ cup butter, melted ; 4 tablespoons diced onion ; 4 teaspoons minced garlic ; 40 small shrimp, peeled and deveined ; 1 cup half-and-half ; 2 teaspoons ground black pepper ; 6 tablespoons grated Parmesan cheese ; 4 sprigs fresh parsley ; 4 slices lemon, for garnish","Cook pasta in a large pot of boiling water until al dente; drain. Meanwhile, melt butter in a large saucepan. Saute onion and garlic over medium heat until tender. Add shrimp; saute over high heat for 1 minute, stirring constantly. Stir in half-and-half. Cook, stirring constantly, until sauce thickens. Place pasta in a serving dish, and cover with shrimp sauce. Sprinkle with black pepper and Parmesan cheese. Garnish with parsley and lemon slices.",10 mins,25 mins,35 mins,4,4 servings,590.3,70.3,3.7,23.7,13.5,135.5,27.5,4.9,316.9,213.6,252.3,5.9,86.5,554.8,,,3058.2,10.4,,51.0,216.7,0.1,,,,,,,,,,
Halibut Fish Tacos,https://www.allrecipes.com/recipe/273350/halibut-fish-tacos/,,"World Cuisine ,Latin American",Grilled fish tacos.,4.71,7,6,"1 lime, juiced ; ¼ cup olive oil ; ¼ cup chopped cilantro ; 1 jalapeno pepper, diced ; 1 tablespoon ground ancho chile powder ; ¼ teaspoon ground cumin ;  salt and ground black pepper to taste ; ½ pound halibut fillets ; 8 corn tortillas ; 2 cups shredded cabbage ; 1 (8 ounce) jar salsa ; 1 cup shredded pepper Jack cheese ; 1 avocado, sliced","Stir lime juice, olive oil, cilantro, jalapeno, chile powder, cumin, salt, and pepper together in a large bowl or resealable zip-top bag. Add halibut and marinate for 20 to 25 minutes. Do not over-marinate, as lime juice will start to 'cook' the fish. Preheat an outdoor grill for medium heat and lightly oil the grate. Drain marinade; grill fillets for 5 minutes. Turn and cook until fish flakes easily with a fork, about 2 minutes more. Warm tortillas on the grill or stove. Divide halibut among tortillas and top with cabbage, salsa, pepper Jack cheese, and avocado.",20 mins,10 mins,50 mins,8,8 tacos,268.5,18.2,2.0,17.1,4.5,28.2,12.4,4.5,321.1,154.1,136.9,1.1,33.8,435.9,,,540.5,1.3,,13.1,32.7,0.1,,,,,,,,,,
Ceviche Peruano,https://www.allrecipes.com/recipe/134464/ceviche-peruano/,,"Appetizers and Snacks ,Tapas",This ceviche is the best you will ever have. It is from Peru and I love making it every time I have friends and family over.,4.4,25,27,"2 potatoes ; 2 sweet potatoes ; 1 red onion, cut into thin strips ; 1 cup fresh lime juice ; ½ stalk celery, sliced ; ¼ cup lightly packed cilantro leaves ; 1 pinch ground cumin ; 1 clove garlic, minced ; 1 habanero pepper, seeded and minced ;  Salt and freshly ground pepper to taste ; 1 pound fresh tilapia, cut into 1/2-inch pieces ; 1 pound medium shrimp - peeled, deveined, and cut into 1/2-inch pieces ; 1 bibb or Boston lettuce, separated into leaves","Place the potatoes and sweet potatoes in a saucepan and cover with water. Simmer until the potatoes are easily pierced with a fork, then drain, and set aside to cool to room temperature. Place the sliced onion in a bowl of warm water, let stand 10 minutes, then drain and set aside. Meanwhile, place the lime juice, celery, cilantro, and cumin into the bowl of a blender, and puree until smooth. Pour this mixture into a large glass bowl, and stir in the garlic and habanero pepper. Season with salt and pepper, then stir in the diced tilapia and shrimp. Set aside to marinate for an hour, stirring occasionally. The seafood is done once it turns firm and opaque. To serve, peel the potatoes and cut into slices. Stir the onions into the fish mixture. Line serving bowls with lettuce leaves. Spoon the ceviche with its juice into the bowls and garnish with slices of potato.",30 mins,40 mins,2 hrs 10 mins,8,8 servings,236.8,28.8,4.8,2.0,0.4,107.3,26.0,4.0,167.8,17.6,93.7,2.7,77.0,929.0,,,11027.8,5.7,,26.2,43.2,0.2,,,,,,,,,,
Air Fryer Bacon-Wrapped Scallops with Sriracha Mayo,https://www.allrecipes.com/recipe/277951/air-fryer-bacon-wrapped-scallops-with-sriracha-mayo/,,"Meat and Poultry ,Pork",This delicious appetizer is prepared quickly and easily in the air fryer and served with a spicy Sriracha mayo dipping sauce. I use the smaller bay scallops for this. If you are using jumbo scallops it will require a longer cooking time and longer strips of bacon.,4.75,4,3,"½ cup mayonnaise ; 2 tablespoons Sriracha sauce ; 1 pound bay scallops (about 36 small scallops) ; 1 pinch coarse salt ; 1 pinch freshly cracked black pepper ; 12 slices bacon, cut into thirds ; 1 serving olive oil cooking spray","Mix mayonnaise and Sriracha sauce together in a small bowl. Refrigerate Sriracha mayo until ready to serve. Preheat the air fryer to 390 degrees F (200 degrees C). Spread scallops out onto a plate or cutting board and blot dry with a paper towel. Season with salt and pepper. Wrap each scallop with 1/3 slice of bacon and secure with a toothpick. Spray the air fryer basket with cooking spray. Place bacon-wrapped scallops in the basket in a single layer; split into 2 batches if necessary. Cook in the air fryer for 7 minutes. Check for doneness; scallops should be opaque and bacon should be crispy. Cook 1 to 2 minutes longer, if necessary, checking every minute. Remove scallops carefully with tongs and place on a paper towel-lined plate to absorb excess oil from the bacon. Serve with Sriracha mayo.",15 mins,20 mins,35 mins,9,36 scallops,221.6,3.3,0.1,15.3,3.1,48.5,17.3,0.1,682.5,137.8,21.4,1.5,4.4,273.3,,,197.0,2.0,,0.4,0.9,0.1,,,,,,,,,,
Baked Lobster Tails,https://www.allrecipes.com/recipe/282923/baked-lobster-tails/,,"Main Dishes ,Seafood Main Dishes","Tender, juicy small lobster tails with lemon and garlic zest. Serve with more melted butter.",0.0,0,0,"8 small lobster tails ; ½ cup salted butter, melted ; ½ tablespoon garlic powder ; 1 teaspoon dried parsley ; 1 pinch seafood seasoning (such as Old Bay®), or to taste ; ½ lemon, juiced","Preheat the oven to 400 degrees F (200 degrees C). Cut the lobster tails straight down the middle using kitchen shears. Butterfly the lobster meat by pulling it through the opening and laying the meat on top of the shell. Rinse tails under water; place in an oven-safe baking dish. Combine melted butter, garlic powder, and parsley in a bowl. Mix together with a spoon. Season lobster tails with seafood seasoning and pour melted butter mixture on top until each tail is completely covered. Squeeze lemon juice over top. Bake in the preheated oven until shells are bright red and meat is opaque, 12 to 15 minutes. An instant-read thermometer inserted into the centers should read 140 to 145 degrees F (60 to 63 degrees C).",20 mins,15 mins,35 mins,8,8 lobster tails,207.1,1.5,0.1,14.2,8.7,98.3,17.9,0.1,434.4,127.8,57.7,0.4,30.9,314.6,,,517.3,5.0,,0.2,10.2,,,,,,,,,,,
Heather's Grilled Salmon,https://www.allrecipes.com/recipe/218093/heathers-grilled-salmon/,,"Main Dishes ,Seafood Main Dishes",An easy delicious way to grill salmon. This also reheats nicely for lunches the next day!,4.83,715,720,¼ cup brown sugar ; ¼ cup olive oil ; ¼ cup soy sauce ; 2 teaspoons lemon pepper ; 1 teaspoon dried thyme ; 1 teaspoon dried basil ; 1 teaspoon dried parsley ; ½ teaspoon garlic powder ; 4 (6 ounce) salmon fillets,"Whisk together the brown sugar, olive oil, soy sauce, lemon pepper, thyme, basil, parsley, and garlic powder in a bowl, and pour into a resealable plastic bag. Add the salmon fillets, coat with the marinade, squeeze out excess air, and seal the bag. Marinate in the refrigerator for at least 1 hour, turning occasionally. Preheat an outdoor grill for medium heat, and lightly oil the grate. Remove the salmon from the marinade, and shake off excess. Discard the remaining marinade. Grill the salmon on the preheated grill until browned and the fish flakes easily with a fork, about 5 minutes on each side.",10 mins,10 mins,1 hr 20 mins,4,4 servings,379.8,15.7,13.8,19.4,2.8,87.8,34.7,0.5,1250.5,174.3,54.3,2.5,54.5,621.6,,,236.5,18.1,,0.6,11.1,0.3,,,,,,,,,,
Barlow's Blackened Catfish,https://www.allrecipes.com/recipe/38107/barlows-blackened-catfish/,,"Seafood ,Fish","Cajun catfish served up with just the right touch of spices and flavor. This entree is perfect for a quick, excellent way to taste the unique flavor of catfish mixed with the traditional method of down south cooking, just without all the fat. Serve on top of white rice.",4.39,508,518,2 teaspoons cayenne pepper ; 2 teaspoons lemon pepper ; 2 teaspoons garlic powder ; 2 teaspoons salt ; 2 teaspoons pepper ; 1 pound catfish fillets ; 2 tablespoons butter ; 1 cup Italian-style salad dressing,"Preheat oven to 350 degrees F (175 degrees C). Lightly grease a medium baking dish. In a shallow, medium bowl, mix cayenne pepper, lemon pepper, garlic powder, salt and pepper. Brush both sides of catfish fillets with butter. Rub fillets with the cayenne pepper mixture on both sides. Heat a large heavy skillet over medium-high heat until really hot. Add fillets, and fry approximately 2 minutes on each side, until slightly blackened. Arrange blackened fillets in a single layer in the prepared baking dish, and coat with Italian-style salad dressing. Bake 30 to 35 minutes in the preheated oven, until fish is easily flaked with a fork.",10 mins,40 mins,50 mins,4,4 servings,368.0,8.5,5.4,29.8,7.9,72.0,17.4,0.7,2478.2,267.8,22.9,1.6,29.6,364.3,,,620.8,5.5,,1.9,7.5,0.4,,,,,,,,,,
Yummy Lemon Salmon Burgers,https://www.allrecipes.com/recipe/81506/yummy-lemon-salmon-burgers/,,"Seafood ,Fish","A quick, delicious and nutritious way of serving up canned salmon. You can enjoy this with or without the dressing, in a hamburger bun, or with a salad.",4.52,411,426,"1 (16 ounce) can salmon, drained and flaked ; 2 eggs ; ¼ cup chopped fresh parsley ; 2 tablespoons finely chopped onion ; ¼ cup Italian seasoned dry bread crumbs ; 2 tablespoons lemon juice ; ½ teaspoon dried basil ; 1 pinch red pepper flakes ; 1 tablespoon vegetable oil ; 2 tablespoons light mayonnaise ; 1 tablespoon lemon juice ; 1 pinch dried basil","In a medium bowl, mix together the salmon, eggs, parsley, onion, breadcrumbs, 2 tablespoons of lemon juice, 1/2 teaspoon of basil, and red pepper flakes. Form into 6 firmly packed patties, about 1/2 inch thick. Heat the oil in a large skillet over medium heat. When the oil is hot, add the patties, and cook for 4 minutes per side, or until nicely browned. In a small bowl, mix together the mayonnaise, 1 tablespoon of lemon juice and a pinch of basil. Use as a sauce for your patties.",12 mins,8 mins,20 mins,6,6 servings,208.6,5.3,1.0,11.4,2.4,96.7,20.5,0.6,415.5,102.4,194.3,1.4,29.8,291.3,,,503.5,10.2,,7.3,22.6,,,,,,,,,,,
Air Fryer Shrimp,https://www.allrecipes.com/recipe/274392/air-fryer-shrimp/,,"Appetizers and Snacks ,Seafood","Fish fry seasoning, egg, and a spritz of oil are all you need to make these tasty, crispy air fryer shrimp! Use your favorite brand of fish fry breading mix. Serve with cocktail sauce, lemon-garlic aioli, or whatever you prefer! I like to use a Misto® sprayer with my own oil, but feel free to use regular cooking spray.",4.8,5,5,"2 eggs ; ½ cup fish fry breading mix (such as Andy's®) ; 1 pound large shrimp, peeled and deveined ;  cooking spray","Preheat the air fryer to 390 degrees F (200 degrees C). Lightly beat eggs in a shallow dish. Pour breading mix into a separate shallow dish. Dip shrimp into egg, letting excess drip off. Toss shrimp in the fish fry breading and set on a plate. Let rest for 10 minutes. Spray basket of the air fryer with cooking spray and place shrimp inside, making sure shrimp do not overlap. You may have to do two batches depending on the size of your air fryer. Mist shrimp with cooking spray. Cook for 3 minutes. Flip shrimp and mist again with cooking spray so there are no dry or powdery areas. Cook 2 to 3 minutes more. Repeat with remaining shrimp.",15 mins,5 mins,30 mins,4,4 servings,161.2,6.4,1.1,4.4,1.3,270.7,22.7,0.2,237.6,39.4,56.0,3.6,35.6,214.8,,,337.4,7.7,,2.0,19.7,,,,,,,,,,,
