name,url,img_data_url,category,summary,rating,rating_count,review_count,ingredients,directions,prep,cook,total,servings,yield,calories,carbohydrates_g,sugars_g,fat_g,saturated_fat_g,cholesterol_mg,protein_g,dietary_fiber_g,sodium_mg,calories_from_fat,calcium_mg,iron_mg,magnesium_mg,potassium_mg,zinc_mg,phosphorus_mg,vitamin_a_iu_IU,niacin_equivalents_mg,vitamin_b6_mg,vitamin_c_mg,folate_mcg,thiamin_mg,riboflavin_mg,vitamin_e_iu_IU,vitamin_k_mcg,biotin_mcg,vitamin_b12_mcg,mono_fat_g,poly_fat_g,trans_fatty_acid_g,omega_3_fatty_acid_g,omega_6_fatty_acid_g
Cinnamon Bread I,https://www.allrecipes.com/recipe/6934/cinnamon-bread-i/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4548967.jpg,"Breakfast and Brunch,Breakfast Bread Recipes",This is a lovely way to start off your morning when you want a little something different than your usual. Note: If you don't have buttermilk you may substitute milk with 1 tablespoon vinegar to measure 1 cup.,4.46,1181,1224,"2 cups all-purpose flour , 1 cup white sugar , 2 teaspoons baking powder , ½ teaspoon baking soda , 1 ½ teaspoons ground cinnamon , 1 teaspoon salt , 1 cup buttermilk , ¼ cup vegetable oil , 2 eggs , 2 teaspoons vanilla extract , 2 tablespoons white sugar , 1 teaspoon ground cinnamon , 2 teaspoons margarine","Preheat oven to 350 degrees F (175 degrees C). Grease one 9x5 inch loaf pan. Measure flour, 1 cup sugar, baking powder, baking soda, 1 1/2 teaspoons cinnamon, salt, buttermilk, oil, eggs and vanilla into large mixing bowl. Beat 3 minutes. Pour into prepared loaf pan. Smooth top. Combine 2 tablespoons white sugar, 1 teaspoon cinnamon and butter, mixing until crumbly. Sprinkle topping over smoothed batter. Using knife, cut in a light swirling motion to give a marbled effect. Bake for about 50 minutes. Test with toothpick. When inserted it should come out clean. Remove bread from pan to rack to cool.",20 mins,50 mins,1 hr 10 mins,12,1 - 9x5 inch loaf,218.3,36.4,19.9,6.4,1.1,31.8,3.9,0.8,368.5,57.9,81.7,1.3,8.4,68.3,,,75.3,2.0,,0.2,43.1,0.2,,,,,,,,,,
Pumpkin Pie Bread,https://www.allrecipes.com/recipe/7243/pumpkin-pie-bread/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4103554.jpg,"Breakfast and Brunch,Breakfast Bread Recipes",This quick bread recipe tastes like pumpkin pie. Tastes best when served the next day.,4.72,573,598,"3 ½ cups all-purpose flour , 2 teaspoons baking soda , 1 teaspoon baking powder , 3 teaspoons pumpkin pie spice , 1 teaspoon salt , 3 cups white sugar , 1 cup vegetable oil , 4 eggs , 1 (15 ounce) can pumpkin puree , ½ cup water","Preheat oven to 350 degrees F (175 degrees C). Grease two 9x5 inch loaf pans. Sift together the flour, baking soda, baking powder, salt, and pumpkin pie spice. Set aside. In a large bowl, beat together sugar, oil, eggs, and pumpkin. Stir in flour mixture alternately with water. Divide batter evenly between the prepared pans. Bake in the preheated oven for 60 to 70 minutes, or until a toothpick inserted into the center comes out clean. For best flavor, store wrapped in plastic wrap at room temperature for a full day before serving.",15 mins,1 hr,1 hr 15 mins,24,2 - 9x5 inch loaves,262.9,40.6,25.7,10.3,1.5,31.0,3.1,1.0,277.0,92.3,24.8,1.3,9.4,69.2,,,2803.6,1.8,,0.8,39.5,0.2,,,,,,,,,,
Easy Apple Cinnamon Muffins,https://www.allrecipes.com/recipe/24352/easy-apple-cinnamon-muffins/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5907258.jpg,"Bread,Quick Bread Recipes",A really easy apple cinnamon muffin recipe.,4.1,687,718,"1 ½ cups all-purpose flour , ¾ cup white sugar , ½ teaspoon salt , 2 teaspoons baking powder , 1 teaspoon ground cinnamon , ⅓ cup vegetable oil , 1 egg , ⅓ cup milk , 2 apples - peeled, cored and chopped , ½ cup white sugar , ⅓ cup all-purpose flour , ½ cup butter, cubed , 1 ½ teaspoons ground cinnamon","Preheat oven to 400 degrees F (200 degrees C). Grease six muffin cups or line with paper muffin liners. Stir together 1 1/2 cup flour, 3/4 cup sugar, salt, baking powder and 1 teaspoon cinnamon. Mix in oil, egg and milk. Fold in apples. Spoon batter into prepared muffin cups, filling to the top of the cup. In a small bowl, stir together 1/2 cup sugar, 1/3 cup flour, butter and 1 1/2 teaspoons cinnamon. Mix together with fork and sprinkle over unbaked muffins. Bake in preheated oven for 20 to 25 minutes, until a toothpick inserted into center of a muffin comes out clean.",20 mins,25 mins,45 mins,6,6 large muffins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pumpkin Pie from Almond Breeze®,https://www.allrecipes.com/recipe/255672/pumpkin-pie-from-almond-breeze/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4061130.jpg,"Desserts,Pies","This traditional pumpkin pie with cinnamon, ginger, and cloves uses vanilla almondmilk for extra creaminess and flavor.",4.2,10,8,"3 eggs , 1 egg yolk , 1 cup sugar , 2 teaspoons ground cinnamon , 1 teaspoon salt , ½ teaspoon nutmeg , ¼ teaspoon ground ginger , ¼ teaspoon ground cloves , 2 cups Original or Vanilla Unsweetened Almond Breeze Almondmilk , 2 cups pumpkin puree , 1 (9 inch) unbaked pie shell","Preheat oven to 350 degrees. In a large bowl, combine eggs, egg yolk, sugar, cinnamon, salt, nutmeg, ginger and ground cloves. Gradually stir in Original or Vanilla Almond Breeze, then stir in pumpkin puree. Pour filling into premade pie shell. Bake for 50 to 55 minutes or until filling is set.",,,,6,6 servings,365.2,54.8,34.5,14.2,3.6,127.1,6.4,2.8,624.3,127.7,41.3,1.9,15.7,250.3,,,4241.5,2.6,,4.0,46.4,0.2,,,,,,,,,,
Pita Chips,https://www.allrecipes.com/recipe/14827/pita-chips/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5270122.jpg,"Appetizers and Snacks,Snacks",These baked pita chips make a lovely accompaniment to any dip or spread.,4.7,542,554,"12 pita bread pockets , ½ cup olive oil , ½ teaspoon ground black pepper , 1 teaspoon garlic salt , ½ teaspoon dried basil , 1 teaspoon dried chervil","Preheat oven to 400 degrees F (200 degrees C). Cut each pita bread into 8 triangles. Place triangles on lined cookie sheet. In a small bowl, combine the oil, pepper, salt, basil and chervil. Brush each triangle with oil mixture. Bake in the preheated oven for about 7 minutes, or until lightly browned and crispy. Watch carefully, as they tend to burn easily!",10 mins,7 mins,17 mins,24,8 dozen,125.3,17.7,0.3,5.3,0.8,,3.2,2.4,245.9,48.0,6.1,1.0,22.4,57.6,,,4.3,1.7,,,11.4,0.1,,,,,,,,,,
Roasted Garlic Bread,https://www.allrecipes.com/recipe/75133/roasted-garlic-bread/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F797993.jpg,"Appetizers and Snacks,Garlic Bread Recipes","A very easy recipe for garlic bread that is made with roasted garlic, butter and Parmesan cheese.",4.63,544,560,"3 heads garlic , 2 tablespoons olive oil , 1 (1 pound) loaf Italian bread , ½ cup butter , 1 tablespoon chopped fresh parsley (Optional), 2 tablespoons grated Parmesan cheese (Optional)","Preheat the oven to 350 degrees F (175 degrees C). Slice the tops off of garlic heads so the tip of each clove is exposed. Place garlic on a baking sheet and drizzle with olive oil. Bake until garlic is soft, about 30 minutes. Set the oven to broil. Slice the loaf of bread in half horizontally, and place cut-side up on a baking sheet. Squeeze the cloves of garlic from their skins into a medium bowl. Stir in the butter, parsley, and Parmesan cheese until well blended. Spread onto the cut sides of the bread. Broil bread until toasted, about 5 minutes.",15 mins,35 mins,50 mins,8,8 servings,322.2,35.4,0.7,17.3,8.5,31.6,6.9,2.0,436.2,156.0,100.2,2.1,21.6,154.2,,,401.4,4.0,,7.2,110.3,0.3,,,,,,,,,,
Candied Bacon,https://www.allrecipes.com/recipe/221007/candied-bacon/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4555115.jpg,"Breakfast and Brunch,Meat and Seafood",This makes a great party snack.,4.7,186,202,"¼ cup packed brown sugar , 2 tablespoons rice vinegar , 2 tablespoons maple syrup ,  ground black pepper to taste , 1 pound thick-cut bacon","Preheat oven to 350 degrees F (175 degrees C). Mix brown sugar, rice vinegar, maple syrup, and black pepper in a small bowl. Place bacon slices on cooling rack set over a baking sheet. Bake in the preheated oven for 10 minutes, turn slices, and bake another 5 minutes. Remove bacon and brush both sides with brown sugar mixture. Return bacon to the oven and bake another 5 minutes. Repeat basting every 5 minutes until bacon is browned and crisp, about 35 minutes.",5 mins,50 mins,55 mins,6,6 servings,187.0,13.9,12.9,10.4,3.4,27.3,9.2,,576.9,93.5,15.5,0.6,10.3,168.2,,,9.7,4.1,,,0.6,0.2,,,,,,,,,,
Jimmy Dean Sausage Cheese Balls,https://www.allrecipes.com/recipe/84071/jimmy-dean-sausage-cheese-balls/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7531434.jpg,"Trusted Brands: Recipes and Tips,Jimmy Dean","Making appetizers is fun and easy with these cute and tasty sausage balls. They can even be made ahead of time, and frozen. Just thaw and bake when you need them!",4.55,153,161,"2 (16 ounce) packages Regular Flavor Jimmy Dean Pork Sausage , 1 ½ cups all-purpose baking mix , 4 cups shredded sharp Cheddar cheese , ½ cup finely chopped onion , ½ cup finely chopped celery , 2 teaspoons black pepper , 2 teaspoons minced garlic (Optional)",Preheat oven to 375 F. Combine all ingredients in a large mixing bowl; stir well. Form into 1inch balls. Place on ungreased baking sheet; bake 18-20 minutes or until golden brown. Remove from oven; cool 5 minutes before removing from pan. Serve with cocktail forks or toothpicks.,,,,36,6 dozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corn Dip,https://www.allrecipes.com/recipe/16816/corn-dip/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2573140.jpg,"Appetizers and Snacks,Dips and Spreads Recipes","This is a cool, refreshing dip that can be served anytime. Serve with chips, crackers or sliced vegetables. Exceptional with Hawaiian bread.",4.55,142,143,"3 (11 ounce) cans Mexican-style corn , 1 (4 ounce) can diced green chiles, drained , 5 green onions, chopped , 1 (8 ounce) container sour cream , 1 jalapeno pepper, chopped , ¾ cup mayonnaise , 10 ounces shredded Cheddar cheese","In a medium-size mixing bowl, combine Mexican-style corn, green chilis, green onions, sour cream, jalapeno pepper, mayonnaise, and cheddar cheese. Mix well. Cover and refrigerate until ready to serve.",5 mins,,2 hrs 5 mins,12,12 servings,296.7,16.5,0.5,23.2,9.2,38.4,8.6,1.9,570.7,208.7,205.4,1.1,30.0,201.2,,,681.8,2.4,,11.5,42.5,,,,,,,,,,,
Air Fryer Chicken Taquitos,https://www.allrecipes.com/recipe/279015/air-fryer-chicken-taquitos/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7774033.jpg,"World Cuisine,Latin American","These taquitos are air fried, which makes them healthier than deep fried ones. Using shredded rotisserie chicken provides a quick prep but you can always use home-cooked chicken. Serve with sides of sour cream, Mexican tomato sauce, and guacamole, or your choice of sides.",4.81,47,41,"1 teaspoon vegetable oil , 2 tablespoons diced onion , 1 clove garlic, minced , 2 tablespoons chopped green chiles (such as Ortega®) , 2 tablespoons Mexican-style hot tomato sauce (such as El Pato®) , 1 cup shredded rotisserie chicken , 2 tablespoons Neufchatel cheese , ½ cup shredded Mexican cheese blend , 1 pinch salt and ground black pepper to taste , 6 each corn tortillas , 1 serving avocado oil cooking spray","Heat oil in a skillet. Add onion and cook until soft and translucent, 3 to 5 minutes. Add garlic and cook until fragrant, about 1 minute. Add green chiles and Mexican tomato sauce; stir to combine. Add chicken, Neufchatel cheese, and Mexican cheese blend. Cook and stir until cheeses have melted and mixture is completely warmed, about 3 minutes. Season with salt and pepper. Heat tortillas in a skillet or directly on the grates of a gas stove until soft and pliable. Place 3 tablespoons of chicken mixture down the center of each tortilla. Fold over and roll into taquitos. Preheat an air fryer to 400 degrees F (200 degrees C). Place taquitos in the air fryer basket, making sure they are not touching, and mist with avocado oil. Cook in batches if necessary. Cook until golden brown and crispy, 6 to 9 minutes. Turn taquitos over, mist with avocado oil, and air fry for an additional 3 to 5 minutes.",15 mins,20 mins,35 mins,6,6 taquitos,174.3,12.9,0.7,9.2,4.2,32.6,10.3,1.7,216.6,83.0,101.4,0.6,24.4,113.8,,,253.6,3.1,,2.3,3.9,,,,,,,,,,,
Sweet Party Mix,https://www.allrecipes.com/recipe/26980/sweet-party-mix/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4125735.jpg,"Appetizers and Snacks,Snacks","This is a great snack mix. Wherever I bring this, I am asked for the recipe. You can't stop eating it!",4.81,165,172,"1 (12 ounce) package crispy corn and rice cereal , 5 ounces slivered almonds , 6 ounces toasted, chopped pecans , ¾ cup butter , ¾ cup dark corn syrup , 1 ½ cups light brown sugar","Preheat oven to 250 degrees F (120 degrees C). Lightly grease a large roasting pan. In a large bowl, mix crispy corn and rice cereal, slivered almonds and toasted, chopped pecans. In a medium saucepan over medium heat, melt the butter and mix with dark corn syrup and light brown sugar. Pour the mixture over the crispy corn and rice cereal mixture. Stir and shake to coat all the nuts and cereal. Pour the coated mixture into the prepared roasting pan. Stirring approximately every 15 minutes, cook 1 hour in the preheated oven. Cool on wax paper, and store in airtight containers.",15 mins,1 hr,1 hr 15 mins,24,12 cups,266.9,35.6,18.1,13.9,4.3,15.3,3.0,1.7,176.6,125.0,36.0,1.4,30.1,112.6,,,543.8,3.0,,7.3,45.6,0.2,,,,,,,,,,
Ken's Perfect Hard Boiled Egg (And I Mean Perfect),https://www.allrecipes.com/recipe/213737/kens-perfect-hard-boiled-egg-and-i-mean-perfect/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F377646.jpg,"Appetizers and Snacks,uncategorized","Couldn't sleep one night so I researched several ways to hard boil eggs and developed this process. While you do not taste the vinegar or salt, they both pull the skin from the eggshell so it peels easily without tearing or sticking. Family members call them 'Ken's Eggs'. Enjoy!",4.67,1098,1095,"1 tablespoon salt , ¼ cup distilled white vinegar , 6 cups water , 8 eggs","Combine the salt, vinegar, and water in a large pot, and bring to a boil over high heat. Add the eggs one at a time, being careful not to crack them. Reduce the heat to a gentle boil, and cook for 14 minutes. Once the eggs have cooked, remove them from the hot water, and place into a container of ice water or cold, running water. Cool completely, about 15 minutes. Store in the refrigerator up to 1 week.",5 mins,20 mins,40 mins,8,8 eggs,71.7,0.4,0.4,5.0,1.5,186.0,6.3,,947.4,44.7,32.4,0.9,7.8,69.0,,,243.5,1.4,,,23.5,,,,,,,,,,,
My Amish Friend's Caramel Corn,https://www.allrecipes.com/recipe/74950/my-amish-friends-caramel-corn/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1073039.jpg,"Desserts,Candy Recipes","This recipe comes from an Amish family who package this treat for gifts to friends and neighbors every Christmas. It is truly the tastiest, easiest, and most foolproof caramel corn recipe you'll ever find!",4.88,1566,1566,"7 quarts plain popped popcorn , 2 cups dry roasted peanuts (Optional), 2 cups brown sugar , ½ cup light corn syrup , 1 teaspoon salt , 1 cup margarine , ½ teaspoon baking soda , 1 teaspoon vanilla extract","Place the popped popcorn into two shallow greased baking pans. You may use roasting pans, jelly roll pans, or disposable roasting pans. Add the peanuts to the popped corn if using. Set aside. Preheat the oven to 250 degrees F (120 degrees C). Combine the brown sugar, corn syrup, margarine and salt in a saucepan. Bring to a boil over medium heat, stirring enough to blend. Once the mixture begins to boil, boil for 5 minutes while stirring constantly. Remove from the heat, and stir in the baking soda and vanilla. The mixture will be light and foamy. Immediately pour over the popcorn in the pans, and stir to coat. Don't worry too much at this point about getting all of the corn coated. Bake for 1 hour, removing the pans, and giving them each a good stir every 15 minutes. Line the counter top with waxed paper. Dump the corn out onto the waxed paper and separate the pieces. Allow to cool completely, then store in airtight containers or resealable bags.",15 mins,1 hr,1 hr 15 mins,28,28 servings,238.4,21.9,12.2,16.3,2.6,,3.4,1.7,387.6,147.1,17.9,0.5,28.2,105.9,,,301.2,2.1,,,18.0,0.1,,,,,,,,,,
Roasted Jerusalem Artichokes (or Sunchokes),https://www.allrecipes.com/recipe/231247/roasted-jerusalem-artichokes-or-sunchokes/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2061801.jpg,"Appetizers and Snacks,uncategorized","This is a super-easy way to cook these vegetables if you've never tried them before and by far my favorite. Jerusalem artichokes, or sunchokes, are starchy tubers like potatoes and turnips. When roasted, the skin becomes flaky and the flesh becomes tender, but the taste of a sunchoke is slightly nutty and sweet. Cooked sunchokes are best when eaten within 2 days. When raw, they store well in your fridge's vegetable bin, wrapped loosely in a paper towel. Enjoy!",4.45,31,33,"1 pound Jerusalem artichokes (sunchokes) , ¾ cup olive oil , 2 tablespoons dried thyme , 1 tablespoon minced garlic ,  sea salt to taste","Preheat oven to 350 degrees F (175 degrees C). Scrub Jerusalem artichoke tubers and cut out eyes. Cut tubers into 1-inch pieces. Mix olive oil, thyme, garlic, and sea salt together in a large bowl; add Jerusalem artichoke pieces and toss to coat. Arrange coated pieces in one evenly-spaced layer on a baking sheet. Roast in the preheated oven until   are tender, 35 to 45 minutes.",10 mins,35 mins,45 mins,4,4 servings,449.9,21.9,11.0,40.7,5.7,,2.6,2.7,86.9,366.1,60.8,7.7,25.8,513.9,,,104.6,1.7,,6.3,20.7,0.2,,,,,,,,,,
